0.308	2.235342567534093	2.0180641986146757
0.4269	1.9476063403936907	1.7837521373471128
0.4629	1.7766868940094853	1.692444413020138
0.5524	1.635790298242703	1.596590073614181
0.6543	1.5192060087343007	1.4770902546146247
0.6747	1.4213357809661091	1.3897026388705531
0.7087	1.3379070472447245	1.3155400685117216
0.6838	1.264200778997234	1.2737608744373805
0.779	1.2004459072206128	1.2054247867876635
0.7816	1.1438427069989008	1.1508313741110547
0.7894	1.0936489698915142	1.1045533960858753
0.7978	1.0484388575770869	1.0620763905755075
0.7948	1.0079779333892873	1.0267897081409945
0.8069	0.9718667452554003	0.9956659561336364
0.8327	0.9380273841149972	0.9630962772082678
0.8413	0.907915732547012	0.9329819347992351
0.8382	0.8801711244216911	0.9071110356945825
0.8147	0.8541808822029489	0.8891169220921695
0.8315	0.8303591417305914	0.8693239016186627
0.8379	0.8077349554356712	0.8509558006932464
0.8349	0.7866994384025165	0.8350384212747405
0.8559	0.7669144754346319	0.8169014226340864
0.8316	0.7484633558672421	0.8045651081520971
0.8683	0.7309743181833297	0.7889508368439564
0.8507	0.7144159589765017	0.7776607141540021
0.8571	0.6985746848622505	0.7649735882152833
0.8713	0.6836008803418406	0.7517736517678836
0.8579	0.6697060427960903	0.7412804044634912
0.8346	0.6560257742539034	0.7349745435050771
0.8616	0.643369316685713	0.7257265254855156
0.8754	0.6308805134466119	0.715425158512013
0.8663	0.6191904373732551	0.7070439992166018
0.8657	0.6077525827741794	0.6990570675540254
0.8718	0.5968829174442669	0.6914140734702282
0.8795	0.5863561453552938	0.6832086157518529
0.8585	0.5761776602728825	0.6788241176979954
0.8805	0.5664123804277895	0.6713024075007626
0.8712	0.5571257982795176	0.6650193786170385
0.8793	0.5479933688894312	0.6587684410988452
0.8798	0.5392316947669705	0.6530668235843695
